Cruise,Station,state,rep,7.5,15,25,35,45
2164,7,t24,3,36.75000001,14.58333334,2.333333333,1.166666667,1.166666667
2164,9,c0,1,134.4675925,40.25462962,6.851851849,2.569444443,0.856481481
2164,9,c0,2,74.21084338,20.45180723,2.337349398,0,0
2164,9,c0,3,111.8781726,25.76142131,5.888324872,1.472081218,0
2164,9,c24,1,69.48275864,40.3448276,18.67816093,1.494252874,0
2164,9,c24,2,23.53448276,6.637931035,3.01724138,1.206896552,0.603448276
2164,9,c24,3,33.57534246,7.657534245,1.178082192,0.589041096,0
2164,9,t24,1,89.45454545,18.90909091,2.909090909,0,0.727272727
2164,9,t24,2,57.80136985,20.26027397,5.958904108,1.787671232,1.191780822
2164,9,t24,3,34.79999999,18.6,11.4,3.6,0.6
2164,11,c0,1,383.8594848,69.49180328,11.03044497,3.309133489,3.309133489
2164,11,c0,2,663.7727269,148.3727272,33.18863635,9.761363631,3.904545452
2164,11,c0,3,405.816092,80.28735633,14.59770115,4.379310345,2.91954023
2164,11,c24,1,65.31976745,23.80813953,9.156976745,3.662790698,3.052325581
2164,11,c24,2,71.60869564,23.47826087,8.217391302,4.108695652,0.586956522
2164,11,c24,3,45.1,21.67142857,7.614285715,4.685714286,2.928571429
2164,11,t24,1,61.03124998,18.01875,7.556249998,3.487499999,2.906249999
2164,11,t24,2,52.42307693,26.51282051,9.641025642,4.217948718,1.205128205
2164,11,t24,3,45.22058825,20.5,10.25,4.220588236,1.80882353
2109,5,c0,1,44.4966443,17.44966443,3.053691276,0,0
2109,5,c0,2,30.98620533,17.40321121,2.122342831,2.122342831,0
2109,5,c0,3,16.67605634,12.16901408,2.704225352,0,0.450704225
2109,5,c24,1,30.528,17.808,4.24,0,0.424
2109,5,c24,2,50.22222222,13.33333333,4,0.444444444,0
2109,5,c24,3,82.12499999,23.625,6.749999999,4.5,0
2109,5,t24,1,39.890625,22.640625,4.3125,2.15625,0
2109,5,t24,2,45.44262296,15.14754099,5.409836067,0,0
2109,5,t24,3,25.6,17.06666667,5.333333334,0,0
2057,1,c0,1,593.1761445,543.7447991,144.632455,29.29264911,9.153952847
2057,1,c0,2,572.3857147,453.8333336,107.4380953,31.49047621,1.852380954
2057,1,c0,3,567.5854703,590.0641027,126.4423077,28.0982906,2.809829061
2057,1,c24,1,103.2197802,56.60439561,26.63736264,6.65934066,8.87912088
2057,1,c24,2,98.75882356,48.90000001,11.50588236,2.876470589,0.95882353
2057,1,c24,3,107.8736842,48.15789474,17.3368421,6.742105264,2.889473685
2057,1,t24,1,174.0828025,100.2993631,51.87898089,24.21019108,11.52866242
2057,1,t24,2,270.2222223,225.6643027,79.05437355,18.6855792,14.37352246
2057,1,t24,3,194.0192927,120.5691319,73.45016079,31.87459808,11.08681672
2057,3,c0,1,406.2304761,88.22666664,13.57333333,0.969523809,0
2057,3,c0,2,190.7019868,99.49668875,14.50993378,8.291390729,0
2057,3,c0,3,294.0000002,78.75000006,19.25000001,0,7.000000005
2057,3,c24,1,158.9198312,171.5611814,66.81856537,25.28270041,5.417721516
2057,3,c24,2,183.5826087,162.4,51.19130435,8.826086957,0
2057,3,c24,3,131.7647059,124.2352941,41.41176471,20.70588236,1.882352941
2057,3,t24,1,376.7483872,396.6725807,202.8645161,81.50806453,32.60322581
2057,3,t24,2,426.0180059,444.7853189,307.7839337,127.6177286,48.79501389
2057,3,t24,3,333.2205882,346.0367647,195.9044118,91.54411764,29.29411764
2057,5,c0,1,79.88395904,53.8225256,23.79522184,5.098976109,3.399317406
2057,5,c0,2,53.94190872,37.97510374,8.199170126,3.020746889,0.86307054
2057,5,c0,3,37.08955223,22.25373134,7.947761193,3.179104477,0.529850746
2057,5,c24,1,495.4468803,443.9966274,125.767285,47.63912311,17.15008432
2057,5,c24,2,256.0905662,161.9396227,67.78867927,9.415094344,3.766037738
2057,5,c24,3,219.2755906,146.8031497,65.0393701,31.59055119,9.291338586
2057,5,t24,1,379.0795949,395.681621,138.3502171,30.43704777,12.45151954
2057,5,t24,2,259.7211798,205.2117964,92.98659524,22.44504023,17.63538875
2057,5,t24,3,217.8385093,170.136646,82.68322982,27.0310559,14.31055901
2057,9,c0,1,79.96019901,54.66666667,17.95024876,8.15920398,3.263681592
2057,9,c0,2,74.20276496,61.96313362,19.12442396,7.649769583,3.059907833
2057,9,c0,3,82.46829271,42.39024391,19.26829269,8.478048783,5.395121953
2057,9,c24,1,19.5967742,54,25.25806452,3.919354839,5.225806452
2057,9,c24,2,14.19847328,39.28244274,5.679389313,1.89312977,0.946564885
2057,9,c24,3,17.2027027,38.47972973,8.148648648,1.810810811,1.358108108
2057,9,t24,1,127.7485714,97.78285715,42.58285715,7.885714286,0
2057,9,t24,2,168.1282052,163.8717949,51.07692309,21.28205129,10.64102564
2057,9,t24,3,17.53246753,52.01298702,14.61038961,4.090909091,1.753246753
2057,11,c0,1,171.6876971,91.23974759,32.37539431,8.829652992,6.867507883
2057,11,c0,2,117.8290598,67.60683762,28.00854701,5.794871796,6.760683762
2057,11,c0,3,61.98675497,43.86754967,26.70198675,9.536423842,1.907284768
2057,11,c24,1,119.0246913,119.0246913,57.59259254,7.679012338,7.679012339
2057,11,c24,2,110.3611112,98.94444449,41.86111113,17.12500001,5.708333336
2057,11,c24,3,63.48437503,97.09375004,43.56770835,19.91666667,14.93750001
2057,11,t24,1,116.7656766,108.7128713,54.35643564,17.11221122,8.05280528
2057,11,t24,2,97.07766994,65.35922333,26.91262137,6.728155343,1.922330098
2057,11,t24,3,149.3614459,207.554217,87.28915668,27.15662652,11.63855422
