"c_0","phi_0","a_0","a_py","a_pd","E_a","R_opt","gamma","h_0","h_py","h_pd","E_h"
1594.46519264745,426.231677758862,48763.7684449245,1454952887.24109,416.307667748295,415.255022948105,329.598990779688,503.073221319086,419.371493738069,415.344891451292,222.834100587983,415.268350281651
1579.06692396084,426.736967786891,47758.234145377,1386688158.87057,415.597363602568,415.255099818001,330.156933714568,502.536910731541,419.329533924778,415.344966269253,222.988853676127,415.268350238328
1563.94519031466,427.249223701027,46763.444884083,1320763594.41692,414.905435762663,415.255176687957,330.673038939327,502.003778399558,419.287623488738,415.345039316108,223.148756265404,415.268350195004
1549.09325677506,427.76850626115,45779.3931781121,1257157037.87419,414.231571106742,415.255253557975,331.144901744138,501.473799540791,419.245762290123,415.345110603634,223.313954126069,415.26835015168
1534.50459449813,428.294876812733,44806.0715620426,1195842289.49129,413.575463150406,415.255330428053,331.570415415994,500.946949610314,419.20395018973,415.345180143511,223.484595479046,415.268350108356
1520.1728731582,428.828397291214,43843.4725878771,1136789327.9709,412.936811896603,415.255407298193,331.947763933555,500.423204297952,419.162187048971,415.345247947329,223.660830945901,415.268350065032
1506.09195370029,429.369130226358,42891.5888249593,1079964553.06939,412.315323689171,415.255484168394,332.275413470423,499.902539525635,419.120472729873,415.345314026582,223.842813493787,415.268350021708
1492.25588140063,429.917138746639,41950.4128598903,1025331045.64273,411.71071106991,415.255561038656,332.55210285099,499.3849314448,419.07880709507,415.345378392674,224.030698375307,415.268349978384
1478.65887922043,430.472486583609,41019.9372964472,972848841.915557,411.122692639123,415.255637908979,332.776833101382,498.870356433821,419.037190007805,415.345441056918,224.224643063258,415.268349935061
1465.29534143883,431.035238076276,40100.1547555,922475218.567899,410.550992919501,415.255714779363,332.948856234806,498.358791095464,418.995621331918,415.345502030535,224.424807180225,415.268349891737
1452.1598275516,431.605458175484,39191.0578749314,874164985.137046,409.995342223297,415.255791649808,333.067663406108,497.85021225439,418.954100931853,415.345561324658,224.631352422992,415.268349848413
1439.2470564229,432.183212448289,38292.6393095555,827870780.219064,409.455476522693,415.255868520315,333.132972564726,497.344596954677,418.912628672644,415.345618950328,224.844442481746,415.268349805089
1426.55190067831,432.768567082331,37404.8917310375,783543368.020598,408.931137323271,415.255945390882,333.144715728724,496.84192245738,418.87120441992,415.3456749185,225.06424295405,415.268349761765
1414.06938132757,433.361588890214,36527.8078278142,741131931.950509,408.422071540531,415.25602226151,333.103025995323,496.342166238121,418.829828039896,415.34572924004,225.290921253572,415.268349718441
1401.7946626065,433.962345313875,35661.3803050151,700584362.144439,407.928031379356,415.2560991322,333.008224395635,495.845305984706,418.78849939937,415.345781925727,225.524646513532,415.268349675117
1389.72304702776,434.570904428946,34805.6018843833,661847534.074104,407.448774216364,415.256176002951,332.860806693083,495.35131959478,418.747218365724,415.345832986255,225.765589484863,415.268349631793
1377.84997063092,435.187334949124,33960.4653041979,624867575.697109,406.984062485069,415.256252873762,332.66143021669,494.860185173505,418.705984806914,415.345882432231,226.013922429035,415.268349588469
1366.17099842266,435.811706230521,33125.9633191963,589590120.941773,406.533663563782,415.256329744635,332.410900811913,494.371881031269,418.664798591473,415.345930274176,226.269819005529,415.268349545144
1354.68181999836,436.444088276015,32302.088700497,555960547.684484,406.097349666179,415.256406615569,332.11015998328,493.886385681427,418.623659588502,415.345976522528,226.533454153904,415.26834950182
1343.37824533696,437.08455173959,31488.8342355233,523924198.754148,405.674897734476,415.256483486564,331.760272294752,493.403677838064,418.582567667672,415.346021187641,226.805003970421,415.268349458496
1332.25620076124,437.73316793067,30686.1927279274,493426584.879592,405.266089335136,415.25656035762,331.362413085663,492.923736413795,418.541522699214,415.346064279785,227.084645579148,415.268349415172
1321.311725056,438.390008818436,29894.1569975146,464413568.872237,404.870710557058,415.256637228737,330.917856552216,492.446540517588,418.500524553922,415.346105809149,227.372556997487,415.268349371848
1310.54096573727,439.055147036142,29112.7198801688,436831530.699526,404.488551912168,415.256714099915,330.427964237096,491.972069452609,418.459573103149,415.346145785839,227.668916996036,415.268349328524
1299.94017546575,439.728655885408,28341.8742277774,410627513.447234,404.119408238371,415.256790971155,329.894173962609,491.500302714105,418.418668218797,415.346184219881,227.973904952679,415.2683492852
1289.50570859807,440.410609340505,27581.6129081579,385749350.484235,403.763078604786,415.256867842455,329.317989236125,491.031219987306,418.377809773324,415.346221121217,228.287700700808,415.268349241875
1279.23401787004,441.101082052625,26831.9288049841,362145774.426512,403.419366219229,415.256944713816,328.700969150356,490.564801145355,418.336997639732,415.346256499715,228.610484371538,415.268349198551
1269.12165120585,441.800149354132,26092.814817713,339766508.74366,403.08807833786,415.257021585239,328.044718795236,490.101026247266,418.296231691568,415.346290365157,228.942436229777,415.268349155227
1259.16524864797,442.507887262801,25364.2638615127,318562343.05803,402.769026176971,415.257098456723,327.35088019289,489.639875535903,418.255511802921,415.346322727252,229.283736504013,415.268349111903
1249.36153940252,443.22437248603,24646.2688671899,298485193.351822,402.462024826835,415.257175328268,326.621123762325,489.181329435987,418.214837848419,415.346353595628,229.634565209628,415.268349068579
1239.70733899502,443.949682425042,23938.8227811184,279488148.420396,402.166893167587,415.257252199873,325.857140316134,488.725368552129,418.174209703221,415.346382979836,229.995101965591,415.268349025254
1230.19954653201,444.683895179056,23241.9185651685,261525503.990892,401.883453787061,415.25732907154,325.060633587584,488.271973666885,418.133627243022,415.346410889349,230.365525804322,415.26834898193
1220.83514206389,445.427089549445,22555.5491966356,244552785.965583,401.611532900567,415.257405943268,324.233313282973,487.821125738838,418.093090344043,415.346437333565,230.746014974566,415.268348938606
1211.61118404481,446.179345043859,21879.7076681705,228526764.251512,401.35096027253,415.257482815057,323.376888651119,487.372805900698,418.052598883032,415.346462321807,231.136746737054,415.268348895281
1202.52480688546,446.940741880335,21214.3869877096,213405458.605279,401.10156913996,415.257559686907,322.493062559144,486.92699545743,418.01215273726,415.346485863322,231.537897152794,415.268348851957
1193.57321859497,447.711360991371,20559.5801784058,199148137.858295,400.863196137711,415.257636558819,321.583526061484,486.483675884409,417.971751784516,415.346507967282,231.949640863779,415.268348808633
1184.75369850814,448.491284027973,19915.2802785591,185715313.798169,400.635681225469,415.257713430791,320.649953447103,486.042828825585,417.931395903106,415.346528642785,232.372150865966,415.268348765308
1176.06359509452,449.280593363681,19281.4803415491,173068730.871152,400.41886761645,415.257790302825,319.693997748296,485.604436091685,417.891084971851,415.346547898856,232.805598274342,415.268348721984
1167.50032384599,450.079372098546,18658.1734357663,161171352.744105,400.212601707737,415.257867174919,318.717286693193,485.16847965843,417.850818870081,415.346565744448,233.25015207996,415.268348678659
1159.06136523957,450.887704063098,18045.3526445451,149987346.627643,400.016733012246,415.257944047075,317.721419083048,484.734941664769,417.810597477635,415.346582188441,233.705978898831,415.268348635335
1150.74426277247,451.705673822255,17443.0110660967,139482066.120237,399.831114092257,415.258020919291,316.707961574634,484.303804411148,417.770420674857,415.346597239643,234.173242712584,415.26834859201
1142.54662106644,452.533366679219,16851.1418134421,129622033.191019,399.655600494481,415.258097791569,315.678445847555,483.875050357783,417.730288342591,415.346610906791,234.652104600875,415.268348548686
1134.46610403857,453.370868679317,16269.7380143465,120374919.781421,399.490050686637,415.258174663908,314.634366135955,483.448662122974,417.690200362183,415.346623198552,235.14272246554,415.268348505362
1126.50043313605,454.218266613812,15698.7928112531,111709529.376329,399.334325995473,415.258251536308,313.577177103966,483.024622481418,417.650156615474,415.346634123521,235.645250746572,415.268348462037
1118.64738563206,455.075648023673,15138.299361218,103595778.777521,399.188290546229,415.258328408769,312.508292044263,482.602914362561,417.610156984797,415.346643690227,236.159840130025,415.268348418712
1110.90479298069,455.9431012033,14588.2508358452,96004680.2080586,399.05181120348,415.258405281291,311.429081379284,482.183520848958,417.570201352978,415.346651907127,236.686637248049,415.268348375388
1103.27053922832,456.820715204207,14048.640421222,88908323.7877825,398.924757513345,415.258482153874,310.340871444935,481.766425174661,417.53028960333,415.346658782611,237.225784371313,415.268348332063
1095.74255947936,457.70857983866,13519.4613178552,82279860.3479602,398.807001647018,415.258559026519,309.24494353703,481.351610723616,417.49042161965,415.346664325,237.777419094152,415.268348288739
1088.3188384142,458.606785683265,13000.706740607,76093484.4975941,398.698418345584,415.258635899224,308.142533201205,480.939061028094,417.45059728622,415.346668542549,238.34167401287,415.268348245414
1080.99740885733,459.51542408251,12492.3699186322,70324417.8144844,398.598884866112,415.25871277199,307.034829747592,480.528759767128,417.4108164878,415.346671443446,238.918676397696,415.26834820209
1073.77635039375,460.434587152256,11994.4440953149,64948892.0097347,398.508280928961,415.258789644818,305.922975972206,480.120690764975,417.371079109626,415.34667303581,239.508547859017,415.268348158765
1066.6537880317,461.364367783175,11506.9225282063,59944131.9035815,398.4264886663,415.258866517707,304.808068067647,479.714837989593,417.331385037411,415.346673327698,240.111404008566,415.26834811544
1059.62789091008,462.304859644132,11029.7984889624,55288338.0513429,398.353392571792,415.258943390656,303.691155706448,479.311185551142,417.291734157337,415.3466723271,240.727354116379,415.268348072116
1052.69687104872,463.256157185513,10563.0652632825,50960668.8689825,398.288879451427,415.259020263667,302.573242281159,478.9097177005,417.252126356056,415.34667004194,241.356500764407,415.268348028791
1045.85898213999,464.218355642498,10106.716150848,46941222.1261292,398.232838375467,415.259097136739,301.45528528601,478.510418827791,417.212561520688,415.34666648008,241.998939497783,415.268347985466
1039.11251838015,465.191551038268,9660.74446526101,43211015.6983437,398.185160631481,415.259174009872,300.338196825765,478.113273460941,417.173039538814,415.346661649316,242.654758474848,415.268347942142
1032.45581333884,466.175840187158,9225.14353398431,39751967.4980096,398.145739678446,415.259250883066,299.222844238188,477.718266264243,417.133560298477,415.346655557382,243.32403811711,415.268347898817
1025.88723886553,467.171320697739,8799.90669828098,36546874.5326442,398.114471101881,415.259327756321,298.110050817296,477.325382036943,417.094123688181,415.34664821195,244.006850760441,415.268347855492
1019.40520403134,468.178090975843,8385.02731315464,33579391.0691287,398.091252569997,415.259404629638,297.000596625346,476.934605711844,417.054729596883,415.346639620626,244.703260308873,415.268347812168
1013.00815410495,469.196250227514,7980.49874729003,30834005.9110081,398.075983790835,415.259481503015,295.895219382289,476.54592235392,417.015377913994,415.346629790959,245.413321892468,415.268347768843
1006.69456956151,470.225898461896,7586.31438299403,28296018.8225916,398.068566470365,415.259558376453,294.794615422123,476.159317158956,416.976068529378,415.346618730433,246.137081530781,415.268347725518
1000.46296512307,471.267136494048,7202.467616137,25951516.1572759,398.068904271536,415.259635249953,293.699440706346,475.774775452195,416.936801333345,415.346606446472,246.874575803538,415.268347682193
994.311888829676,472.320065947685,6828.95185609437,23787345.7678258,398.076902774233,415.259712123514,292.610311885378,475.392282687008,416.897576216654,415.34659294644,247.625831530188,415.268347638868
988.239921139771,473.384789257847,6465.76052568885,21791091.2929371,398.092469436141,415.259788997135,291.527807399512,475.011824443574,416.858393070505,415.346578237642,248.390865460039,415.268347595544
982.245674058982,474.461409673496,6112.88706113276,19951045.9272004,398.11551355448,415.259865870818,290.452468611605,474.63338642758,416.81925178654,415.346562327321,249.169683974745,415.268347552219
976.327790296231,475.550031260021,5770.32491197079,18256185.7906196,398.145946228601,415.259942744562,289.384800964351,474.256954468936,416.780152256839,415.346545222663,249.96228280491,415.268347508894
970.484942446193,476.650758901683,5438.06754102319,16696143.0193163,398.183680323408,415.260019618367,288.325275155546,473.882514520499,416.74109437392,415.346526930793,250.768646762608,415.268347465569
964.715832197158,477.763698303961,5116.10842432924,15261178.7012596,398.228630433606,415.260096492233,287.274328325362,473.510052656822,416.702078030734,415.346507458782,251.58874949162,415.268347422244
959.019189563406,478.888955995823,4804.44105109101,13942155.7801474,398.280712848735,415.26017336616,286.232365250159,473.13955507291,416.663103120664,415.346486813639,252.422553237143,415.268347378919
953.393772141218,480.026639331914,4503.0589236176,12730512.0473383,398.339845518988,415.260250240148,285.199759537877,472.77100808299,416.62416953752,415.346465002318,253.270008636739,415.268347335594
947.838364387705,481.176856494648,4211.95555726965,11618233.3364014,398.405948021784,415.260327114198,284.176854820537,472.404398119304,416.585277175542,415.346442031716,254.131054534214,415.268347292269
942.351776921642,482.339716496219,3931.12448040414,10597827.0278225,398.478941529086,415.260403988308,283.163965939831,472.039711730905,416.546425929392,415.346417908672,255.005617818071,415.268347248944
936.932845845546,483.515329180517,3660.55923431965,9662295.96309147,398.558748775438,415.26048086248,282.161380122209,471.676935582477,416.507615694156,415.346392639972,255.893613286104,415.268347205619
931.580432088266,484.703805224955,3400.25337320183,8805112.85815139,398.645294026712,415.260557736712,281.169358140247,471.316056453159,416.468846365338,415.346366232343,256.794943537603,415.268347162294
926.293420767371,485.905256142194,3150.20046406925,8020195.29635643,398.738503049541,415.260634611006,280.188135457492,470.957061235391,416.430117838863,415.34633869246,257.709498894537,415.268347118969
921.070720570653,487.119794281785,2910.39408671966,7301881.37096695,398.838303081432,415.260711485361,279.217923354285,470.59993693377,416.391430011066,415.346310026942,258.637157352968,415.268347075644
915.911263156096,488.347532831701,2680.82783367642,6644906.03704515,398.944622801533,415.260788359777,278.258910032404,470.244670663918,416.352782778701,415.346280242353,259.577784565801,415.268347032319
910.814002569682,489.588585819772,2461.49531013535,6044378.22263262,399.057392302039,415.260865234254,277.311261696671,469.891249651363,416.314176038928,415.346249345204,260.53123385784,415.268346988994
905.777914680419,490.843068115026,2252.39013391193,5495758.73945378,399.176543060236,415.260942108791,276.37512361192,469.539661230439,416.275609689319,415.346217341952,261.497346273954,415.268346945669
900.801996632018,492.111095428919,2053.50593538875,4994839.0242395,399.302007911146,415.261018983391,275.450621134012,469.189892843189,416.23708362785,415.346184239003,262.47595066098,415.268346902344
895.885266310663,493.392784316463,1864.83635746325,4537720.73319823,399.433721020781,415.261095858051,274.537860713769,468.841932038288,416.198597752904,415.346150042708,263.466863783828,415.268346859019
891.026761828319,494.688252177251,1686.37505549592,4120796.20425318,399.571617859975,415.261172732772,273.636930872954,468.495766469975,416.160151963262,415.346114759367,264.46989047604,415.268346815694
886.225541021074,495.997617256368,1518.11569725865,3740729.79445156,399.715635178791,415.261249607555,272.747903151606,468.151383896999,416.12174615811,415.346078395227,265.484823824881,415.268346772368
881.480680962009,497.320998645202,1360.05196288348,3394440.09346105,399.865710981483,415.261326482398,271.870833026192,467.808772181576,416.083380237028,415.346040956485,266.511445390815,415.268346729043
876.791277488115,498.658516282133,1212.17754481164,3079083.0082961,400.021784502009,415.261403357303,271.005760798253,467.467919288357,416.045054099993,415.346002449286,267.549525461035,415.268346685718
872.156444740803,500.010290953122,1074.48614774287,2792035.70935278,400.183796180066,415.261480232268,270.152712453295,467.12881328341,416.006767647375,415.345962879725,268.598823336492,415.268346642393
867.575314719545,501.376444292176,946.971488585047,2530881.42344665,400.351687637657,415.261557107295,269.31170048989,466.791442333213,415.968520779937,415.345922253847,269.659087651663,415.268346599068
863.047036848229,502.757098781706,829.627296404187,2293395.05581058,400.525401656159,415.261633982383,268.482724718989,466.455794703656,415.930313398829,415.345880577647,270.730056726107,415.268346555742
858.570777553823,504.152377752765,722.447312374606,2077529.61987655,400.704882153887,415.261710857532,267.665773033619,466.121858759058,415.89214540559,415.345837857069,271.811458946617,415.268346512417
854.145719856916,505.56240538517,625.425289729504,1881403.45109283,400.89007416415,415.261787732742,266.860822149191,465.789622961195,415.854016702145,415.345794098011,272.903013178624,415.268346469092
849.771062973795,506.987306707502,538.554993711774,1703288.17896727,401.080923813772,415.261864608013,266.06783831475,465.459075868333,415.815927190798,415.345749306319,274.004429205279,415.268346425767
845.446021929657,508.427207596996,461.830201525107,1541597.42993119,401.277378302083,415.261941483345,265.286777995556,465.13020613428,415.77787677424,415.345703487792,275.115408192486,415.268346382441
841.169827182614,509.882234779297,395.244702285422,1394876.23243924,401.479385880358,415.262018358738,264.517588527459,464.803002507444,415.739865355536,415.345656648182,276.235643177956,415.268346339116
836.941724258141,511.352515828107,338.792296972538,1261791.09491126,401.686895831702,415.262095234193,263.760208743595,464.477453829903,415.701892838133,415.345608793192,277.364819582236,415.268346295791
832.760973393634,512.838179164699,292.466798382154,1141120.72664061,401.899858451362,415.262172109708,263.014569573939,464.153549036485,415.663959125848,415.345559928479,278.502615739476,415.268346252465
828.626849192773,514.339354057316,256.262031078115,1031747.37159539,402.118225027468,415.262248985285,262.280594618355,463.831277153861,415.626064122874,415.345510059652,279.6487034456,415.26834620914
824.53864028936,515.856170620439,230.171831344941,932648.725089189,402.341947822179,415.262325860922,261.558200693749,463.510627299639,415.588207733776,415.345459192275,280.802748521431,415.268346165814
820.495649020346,517.388759813934,214.190047140646,842890.403557662,402.570980053238,415.262402736621,260.847298356007,463.191588681483,415.550389863487,415.345407331863,281.964411388213,415.268346122489
816.49719110777,518.937253442074,208.31053804983,761618.938116451,402.805275875918,415.262479612381,260.147792397406,462.874150596229,415.512610417307,415.345354483888,283.133347652901,415.268346079164
812.542595349307,520.50178415243,212.527175237047,688055.263163913,403.044790365353,415.262556488202,259.459582320186,462.558302429019,415.474869300902,415.345300653776,284.309208700569,415.268346035838
808.631203317183,522.082485434639,226.833841400438,621488.672003083,403.289479499249,415.262633364084,258.782562787031,462.244033652436,415.437166420302,415.345245846907,285.491642291192,415.268345992513
804.762369065192,523.679491619047,251.224430725641,561271.212267309,403.539300140955,415.262710240027,258.116624049149,461.931333825659,415.399501681897,415.345190068616,286.680293158108,415.268345949187
800.935458843551,525.292937875218,285.692848839963,506812.49482278,403.794210022905,415.262787116031,257.461652352714,461.620192593623,415.361874992438,415.345133324195,287.874803605438,415.268345905862
797.149850821379,526.922960210321,330.233012766827,457574.89076965,404.0541677304,415.262863992097,256.817530324377,461.310599686181,415.324286259034,415.345075618892,289.074814101782,415.268345862536
793.404934816543,528.569695467386,384.838850880466,413069.092156334,404.319132685737,415.262940868223,256.184137336601,461.002544917291,415.286735389149,415.345016957909,290.279963867573,415.268345819211
789.700112032667,530.233281323433,449.504302860896,372850.01304416,404.589065132681,415.26301774441,255.561349853527,460.696018184196,415.249222290601,415.344957346406,291.489891453524,415.268345775885
786.03479480307,531.913856287477,524.223319649145,336513.008600464,404.863926121255,415.263094620659,254.949041758107,460.391009466624,415.211746871562,415.344896789502,292.704235307717,415.26834573256
782.40840634144,533.611559698394,608.989863402726,303690.390946558,405.143677492854,415.263171496969,254.347084661207,460.087508825991,415.174309040553,415.344835292269,293.922634328972,415.268345689234
778.820380499027,535.326531722673,703.797907451383,274048.221534332,405.428281865677,415.263248373339,253.755348193394,459.785506404617,415.136908706444,415.34477285974,295.144728404294,415.268345645908
775.270161528172,537.058913352033,808.641436253092,247283.360863894,405.71770262046,415.263325249771,253.173700280089,459.484992424947,415.099545778451,415.344709496904,296.370158928293,415.268345602583
771.757203851979,538.808846400913,923.514445350294,223120.75737841,406.011903886512,415.263402126264,252.602007400767,459.18595718878,415.062220166137,415.34464520871,297.598569302695,415.268345559257
768.280971839942,540.576473503839,1048.41094132639,201310.958376027,406.310850528043,415.263479002818,252.040134832873,458.888391076513,415.024931779407,415.344580000063,298.829605414168,415.268345515932
764.840939589359,542.361938112665,1183.32494176252,181627.826758035,406.614508130777,415.263555879433,251.487946881105,458.592284546386,414.987680528507,415.34451387583,300.062916088928,415.268345472606
761.436590712361,544.165384493684,1328.25047519449,163866.448383965,406.922842988849,415.263632756109,250.945307092681,458.297628133737,414.950466324023,415.344446840834,301.298153522731,415.26834542928
758.067418128388,545.98695772462,1483.18158107008,147841.215725163,407.235822091972,415.263709632847,250.412078459237,458.004412450269,414.913289076882,415.34437889986,302.534973685101,415.268345385954
754.732923861953,547.826803691498,1648.11230970648,133384.074396603,407.553413112875,415.263786509645,249.88812360593,457.71262818332,414.876148698342,415.344310057652,303.773036696804,415.268345342629
751.432618845541,549.685069085385,1823.03672224802,120342.920000505,407.875584394999,415.263863386505,249.373304968342,457.422266095146,414.839045099999,415.344240318913,305.01200717982,415.268345299303
748.1660227275,551.561901399019,2007.94889062414,108580.133533733,408.202304940452,415.263940263425,248.867484957752,457.133317022204,414.801978193782,415.344169688308,306.251554579237,415.268345255977
744.932663684766,553.457448923309,2202.84289750757,97971.2443930946,408.533544398219,415.264017140407,248.370526115314,456.845771874454,414.764947891949,415.344098170461,307.491353456717,415.268345212652
741.732078240297,555.371860743723,2407.71283627281,88403.7107583472,408.869273052601,415.26409401745,247.882291255687,456.559621634658,414.727954107091,415.34402576996,308.731083755371,415.268345169326
738.56381108507,557.305286736559,2622.55281095471,79775.807841607,409.209461811918,415.264170894553,247.40264360061,456.27485735769,414.690996752122,415.34395249135,309.970431036072,415.268345126
735.427414904519,559.257877565098,2847.35693620751,71995.61516446,409.554082197419,415.264247771718,246.931446902936,455.991470169862,414.654075740286,415.343878339142,311.209086685418,415.268345082674
732.322450209277,561.229784675644,3082.11933726382,64980.0946605049,409.903106332444,415.264324648944,246.468565561587,455.70945126824,414.61719098515,415.343803317805,312.446748095746,415.268345039348
729.248485170118,563.221160293453,3326.83414989409,58654.2520021488,410.256506931798,415.264401526231,246.013864727897,455.428791919983,414.580342400604,415.343727431774,313.683118817731,415.268344996022
726.205095456957,565.232157418554,3581.49552036618,52950.3741168557,410.614257291344,415.26447840358,245.567210403781,455.149483461683,414.54352990086,415.343650685442,314.917908686291,415.268344952697
723.191864081807,567.262929821462,3846.09760540515,47807.3363907137,410.976331277818,415.264555280989,245.128469532156,454.871517298711,414.506753400448,415.34357308317,316.150833920628,415.268344909371
720.20838124559,569.313632038779,4120.63457215329,43169.9735570935,411.342703318845,415.264632158459,244.697510080032,454.59488490457,414.470012814216,415.343494629277,317.381617199376,415.268344866045
717.254244188668,571.384419368705,4405.10059813047,38988.5087364896,411.713348393165,415.264709035991,244.27420111464,454.319577820262,414.43330805733,415.343415328048,318.609987711922,415.268344822719
714.329057045022,573.475447866434,4699.48987119451,35218.0355315048,412.088242021059,415.264785913583,243.858412873002,454.045587653649,414.39663904527,415.343335183732,319.835681187079,415.268344779393
711.432430699953,575.586874339462,5003.79658950196,31818.0484896308,412.46736025497,415.264862791237,243.450016825285,453.772906078834,414.360005693829,415.343254200541,321.058439900346,415.268344736067
708.563982651217,577.718856342796,5318.01496146903,28752.0176272648,412.850679670317,415.264939668952,243.048885732286,453.501524835538,414.323407919111,415.34317238265,322.278012661068,415.268344692741
705.723336873504,579.871552174068,5642.13920573267,25987.0030625787,413.238177356497,415.265016546728,242.654893697382,453.231435728492,414.286845637532,415.343089734201,323.494154780847,415.268344649415
702.910123686161,582.045120868564,5976.16355111197,23493.3061337674,413.629830908068,415.265093424565,242.267916213261,452.96263062683,414.250318765814,415.343006259298,324.706628024606,415.268344606089
700.123979624069,584.239722194163,6320.08223656974,21244.1536841364,414.025618416117,415.265170302463,241.887830203732,452.69510146349,414.213827220987,415.342921962013,325.91520054569,415.268344562763
697.364547311599,586.455516646189,6673.88951117423,19215.4124777875,414.425518459798,415.265247180422,241.514514060896,452.428840234625,414.177370920388,415.34283684638,327.119646806439,415.268344519437
694.631475339554,588.692665442193,7037.57963406122,17385.330970593,414.829510098048,415.265324058442,241.147847677971,452.16383899901,414.140949781656,415.3427509164,328.319747485624,415.268344476111
691.924418145015,590.951330516641,7411.1468743961,15734.3059020047,415.237572861465,415.265400936523,240.78771247801,451.90008987747,414.104563722732,415.34266417604,329.515289374134,415.268344432785
689.243035894022,593.231674515548,7794.58551133638,14244.6713952448,415.649686744355,415.265477814666,240.433991438783,451.6375850523,414.068212661859,415.342576629233,330.706065260267,415.268344389459
686.586994367,595.533860791022,8187.88983399425,12900.5084577882,416.06583219694,415.265554692869,240.08656911404,451.376316766703,414.03189651758,415.342488279878,331.891873805937,415.268344346133
683.955964846872,597.858053395758,8591.05414139942,11687.4729619145,416.485990117724,415.265631571134,239.745331651398,451.116277324222,413.995615208735,415.342399131841,333.072519415076,415.268344302807
681.349624009773,600.204417077455,9004.07274246213,10592.640357616,416.910141846007,415.265708449459,239.410166807061,450.857459088191,413.95936865446,415.342309188953,334.24781209541,415.26834425948
678.767653818302,602.573117273183,9426.93995593639,9604.36552834861,417.338269154562,415.265785327846,239.08096395757,450.599854481181,413.923156774187,415.342218455014,335.417567314799,415.268344216154
676.209741417252,604.964320103691,9859.65011038339,8712.15634503583,417.770354242448,415.265862206294,238.757614108793,450.343455984457,413.88697948764,415.34212693379,336.581605853177,415.268344172828
673.675579031733,607.378192367665,10302.1975441351,7906.5596063462,418.206379727975,415.265939084803,238.440009902325,450.088256137438,413.850836714837,415.342034629016,337.739753651142,415.268344129502
671.16486386765,609.814901535932,10754.5766052582,7179.05817448144,418.646328641808,415.266015963373,238.128045619483,449.834247537168,413.814728376085,415.341941544394,338.891841656108,415.268344086176
668.677298014445,612.274615745634,11216.7816515179,6521.978226404,419.09018442021,415.266092842004,237.821617183053,449.581422837787,413.778654391981,415.341847683594,340.037705666894,415.268344042849
666.212588350076,614.757503794349,11688.8070503423,5928.40564141446,419.537930898419,415.266169720696,237.520622156953,449.329774750009,413.742614683411,415.341753050253,341.177186177548,415.268343999523
663.770446448148,617.263735134187,12170.6471787869,5392.11063803031,419.989552304163,415.26624659945,237.224959743967,449.079296040605,413.706609171544,415.341657647978,342.310128221112,415.268343956197
661.350588487151,619.793479865848,12662.2964234989,4907.47985693256,420.445033251297,415.266323478264,236.934530781669,448.829979531895,413.670637777836,415.341561480345,343.436381213998,415.268343912871
658.952735161753,622.346908732661,13163.7491806822,4469.45516301258,420.904358733571,415.26640035714,236.6492377367,448.581818101241,413.634700424028,415.341464550898,344.555798801537,415.268343869544
656.576611596088,624.924193114599,13674.9998560623,4073.47850888671,421.367514118528,415.266477236076,236.368984697497,448.334804680547,413.598797032141,415.341366863151,345.668238705251,415.268343826218
654.221947258994,627.525505022275,14196.0428648516,3715.44226523959,421.834485141514,415.266554115074,236.093677365616,448.088932255763,413.562927524477,415.341268420587,346.773562572295,415.268343782892
651.888475881146,630.151017090926,14726.8726317145,3391.64448054171,422.305257899813,415.266630994133,235.823223045747,447.844193866399,413.527091823619,415.341169226658,347.871635827492,415.268343739565
649.575935374037,632.800902574395,15267.4835907332,3098.74858456843,422.779818846898,415.266707873253,235.557530634528,447.600582605034,413.491289852426,415.341069284786,348.962327528339,415.268343696239
647.284067750763,635.475335339103,15817.8701853734,2833.747097183,423.258154786797,415.266784752434,235.296510608275,447.358091616844,413.455521534035,415.340968598366,350.045510223314,415.268343652913
645.012619048557,638.174489858026,16378.0268684497,2593.92894646665,423.740252868569,415.266861631676,235.040075009692,447.11671409912,413.419786791857,415.340867170759,351.121059813784,415.268343609586
642.761339253044,640.898541204681,16947.9481020927,2376.85003887245,424.226100580891,415.266938510979,234.788137433689,446.876443300803,413.38408554958,415.3407650053,352.188855419804,415.26834356626
640.529982224155,643.647665047119,17527.6283577142,2180.30675901123,424.71568574675,415.267015390343,234.540613012353,446.637272522017,413.348417731162,415.340662105293,353.248779250066,415.268343522934
638.318305623669,646.42203764194,18117.0621159744,2002.31210827688,425.208996518246,415.267092269769,234.297418399184,446.399195113611,413.312783260833,415.340558474013,354.300716476248,415.268343479607
636.126070844344,649.221835828323,18716.243866748,1841.07422008998,425.70602137149,415.267169149255,234.058471752642,446.162204476699,413.277182063093,415.340454114707,355.344555112022,415.268343436281
633.953042940589,652.04723702209,19325.1681090916,1694.97701536047,426.206749101608,415.267246028803,233.823692719105,445.926294062214,413.241614062712,415.340349030593,356.380185896967,415.268343392954
631.79899056064,654.898419209794,19943.8293512099,1562.56278509835,426.711168817843,415.267322908411,233.593002415271,445.69145737046,413.206079184725,415.34024322486,357.407502185648,415.268343349628
629.663685880215,657.775560942846,20572.2221104237,1442.51650816624,427.219269938751,415.267399788081,233.366323410092,445.457687950671,413.170577354436,415.340136700672,358.42639984213,415.268343306301
